fips,name,median_hh_income,median_age,population,log_population,pct_bachelors_plus,pct_poverty,pct_nhwhite,pct_native_american
01001,"Autauga County, Alabama",68315,39.0,58761,4.769089178043788,29.558574698915095,11.373968537166974,72.55662769524004,0.10040673235649496
01003,"Baldwin County, Alabama",71039,43.7,233420,5.368138064723547,32.561578714181366,10.21395057049129,82.32413674920743,0.21934709964870192
01005,"Barbour County, Alabama",39712,40.6,24877,4.395798006163393,11.881188118811881,24.16365383735298,44.55521164127507,0.2532459701732524
01007,"Bibb County, Alabama",50669,40.3,22251,4.347349533731457,10.919937205651491,20.622960261086583,74.2438542087996,0.06741270055278414
01009,"Blount County, Alabama",57440,40.8,59077,4.771418433211914,14.741406766788348,14.173187897053033,85.67462802782809,0.12695295969666706
01011,"Bullock County, Alabama",36136,39.2,10328,4.014016229258364,9.376746785913918,27.943011647254572,20.575135553834237,0.0
01013,"Butler County, Alabama",44429,41.6,18981,4.278319089178812,13.048394391677972,21.107656015440703,50.866656129814025,0.3635214161529951
01015,"Calhoun County, Alabama",54339,39.2,116162,5.065064080813718,19.153437812773184,18.039163328882953,70.46280194900226,0.14979080938689074
01017,"Chambers County, Alabama",48805,42.2,34612,4.539226695042995,12.733748886910062,17.87814631851329,54.29908702184214,0.028891713856465967
01019,"Cherokee County, Alabama",46621,46.8,25069,4.399137010338601,14.592668574205042,14.259063995457863,90.74554230324306,0.4507559136782481
01021,"Chilton County, Alabama",62471,39.9,45140,4.654561554741743,13.973014472867456,14.450619923044036,79.11829862649535,0.03766061143110323
01023,"Choctaw County, Alabama",43299,46.7,12669,4.10274233614457,13.046840477242599,19.142284569138276,56.53169153050753,0.22101191885705262
01025,"Clarke County, Alabama",47549,42.7,23058,4.362821634847992,13.768342179206993,22.360823379027636,51.21432908318154,0.06505334374186833
01027,"Clay County, Alabama",48074,43.9,14209,4.152563514256539,12.762359494678204,17.570389572981927,80.12527271447674,0.0
01029,"Cleburne County, Alabama",51553,42.2,15144,4.180240600955741,16.49106302916275,12.89224195486714,92.2081352350766,0.14527205493924988
01031,"Coffee County, Alabama",62199,39.2,53559,4.728832459704119,21.60794397636503,16.299584542712424,68.84930637241173,0.5171866539703878
01033,"Colbert County, Alabama",56149,42.0,57270,4.757927183113329,18.043345169584914,15.87873012511691,77.67592107560678,0.29683953204120833
01035,"Conecuh County, Alabama",39888,46.2,11576,4.063558518110981,13.314244810307802,18.429737710613168,49.680373185901864,0.2850725639253628
01037,"Coosa County, Alabama",52279,50.2,10329,4.014058277424336,10.634861473474967,11.054268231517705,64.20757091683609,0.08713331397037467
01039,"Covington County, Alabama",48772,42.9,37542,4.574517405361165,16.30808787386093,18.783075962764947,82.46230888072026,0.2690320174737627
01041,"Crenshaw County, Alabama",48557,42.3,13205,4.120738405542943,17.195015303891562,14.858472276075998,69.86747444149944,0.07572889057175312
01043,"Cullman County, Alabama",58119,41.4,88284,4.945882002090124,18.296488946684004,13.031960642653182,90.80920665126185,0.2752480630691858
01045,"Dale County, Alabama",52813,37.7,49455,4.694210206198834,19.161694422180663,17.518927640561003,67.3056313820645,0.4408047720149631
01047,"Dallas County, Alabama",37180,40.4,38326,4.583493495263296,15.694273399014778,27.08211997670355,27.044304127746177,0.5427125189166623
01049,"DeKalb County, Alabama",47920,39.6,71680,4.855397996654069,14.149013123902035,20.221928965703174,79.10853794642857,0.4938616071428571
01051,"Elmore County, Alabama",73258,38.9,87694,4.942969880070347,24.16046915440815,9.600288513554126,72.44851415148129,0.23946906287773392
01053,"Escambia County, Alabama",41153,40.5,36755,4.56531642708562,12.556458897922312,21.810036891725712,60.17412596925589,3.041763025438716
01055,"Etowah County, Alabama",52177,41.9,103348,5.014302076537876,17.7198652272571,15.865653895663623,77.06777102604792,0.12288578395324534
01057,"Fayette County, Alabama",45650,43.7,16297,4.212107665547659,13.003150157507875,22.181180742502974,83.85592440326441,0.14726636804319812
01059,"Franklin County, Alabama",47359,39.3,32011,4.505299241394939,14.828345276567841,16.623360162240953,75.24913311049328,0.1780637905719909
01061,"Geneva County, Alabama",47608,43.6,26647,4.425648321926034,13.913180908228847,20.831749410780812,80.81585169062183,0.2289188276353811
01063,"Greene County, Alabama",32796,41.1,7706,3.886829004676982,16.71866397504129,32.89542827115082,17.142486374253828,0.09083830781209447
01065,"Hale County, Alabama",35851,40.5,14742,4.168556406863725,16.372745490981963,25.00692137320044,38.414055080721745,0.2849002849002849
01067,"Henry County, Alabama",58395,44.6,17282,4.237594000799247,20.961706870472096,15.517343963824597,69.50584423099178,0.34718203911584306
01069,"Houston County, Alabama",55064,40.4,107040,5.029546100423748,22.4602327247172,17.8361882446311,64.8542600896861,0.23168908819133036
01071,"Jackson County, Alabama",46748,43.0,52618,4.721134336614164,16.188562514871904,18.61252115059222,88.75099775742142,0.7544946596221824
01073,"Jefferson County, Alabama",63595,37.9,672265,5.827540501255401,35.5714941724432,15.873651272868392,48.93174566577168,0.08478799283020833
01075,"Lamar County, Alabama",49565,44.2,13885,4.142545884086276,10.238528401051141,15.339254513686662,85.70399711919337,0.35289881166726683
01077,"Lauderdale County, Alabama",56081,40.8,94329,4.974645230423203,25.8255374512112,13.263107493416326,83.39641043581507,0.2258054256909328
01079,"Lawrence County, Alabama",54786,42.7,33116,4.520037873920871,15.780730897009967,15.834988540870896,76.31658412851795,5.039859886459717
01081,"Lee County, Alabama",59288,33.0,175126,5.243350628198139,40.16286279929775,18.498982654406806,66.93523520208308,0.12790790630745863
01083,"Limestone County, Alabama",80146,40.2,104199,5.017863551050206,29.53043097431125,11.193978042467098,74.70513152717396,0.42034952350790317
01085,"Lowndes County, Alabama",33125,41.7,10153,4.006594386184137,16.318407960199004,25.527658297489246,24.554318920516106,0.0
01087,"Macon County, Alabama",41206,37.8,19198,4.283255987338656,20.555555555555554,25.013637190132737,16.137097614334827,0.036462131472028335
01089,"Madison County, Alabama",78058,38.5,389781,5.590820665473583,45.085576401488936,10.687160080127274,63.457428658657044,0.435885792278228
01091,"Marengo County, Alabama",42975,41.7,19180,4.282848602834645,21.958913595445104,21.453086224193463,44.520333680917624,0.18769551616266944
01093,"Marion County, Alabama",49743,44.0,29203,4.465427468452574,11.830647101274957,16.44596624855875,90.77149607916995,0.07875903160634182
01095,"Marshall County, Alabama",58272,38.8,97923,4.9908847101884115,21.421647819063004,16.600404837286554,79.09275655361866,0.13173616004411628
01097,"Mobile County, Alabama",55352,38.2,413878,5.616872341760665,24.208198150556694,17.566020595816337,55.81475700568767,0.3839295637844969
01099,"Monroe County, Alabama",39965,43.7,19816,4.297015993577781,13.511344568468667,22.860648195481033,53.65361324182479,1.3120710536939846
01101,"Montgomery County, Alabama",56707,36.9,228132,5.358186207892527,33.677579535399694,19.557909237288523,31.626426805533637,0.06838146336331598
01103,"Morgan County, Alabama",61588,40.6,123102,5.090265108836336,23.847114546268585,13.723088129392192,74.28392714984322,0.22095498042273887
01105,"Perry County, Alabama",32332,41.8,8479,3.928344635264862,15.223936770794127,32.83423877037233,28.364193890789007,0.011793843613633684
01107,"Pickens County, Alabama",45339,42.9,18925,4.277035888172111,14.508534432018836,22.333969134732097,53.58520475561427,0.17437252311756937
01109,"Pike County, Alabama",42616,31.1,32997,4.518474456766636,27.711533454829475,23.6365416625869,55.292905415643844,0.3394247961935934
01111,"Randolph County, Alabama",49879,44.1,22179,4.345941960917179,18.803637760983733,19.857003574910628,74.63366247351098,0.09468416069254701
01113,"Russell County, Alabama",47420,37.2,58849,4.76973908743142,16.36400120397311,22.027809766074835,44.05002633859539,0.14953525123621472
01115,"St. Clair County, Alabama",73218,41.0,91719,4.962459311029015,19.32799156889791,10.917732110583039,84.57571495546179,0.3161831245434425
01117,"Shelby County, Alabama",90618,40.0,223916,5.350085127359482,45.60382700380748,6.853642019915557,75.88515336108183,0.147823290876936
01119,"Sumter County, Alabama",31726,35.8,12196,4.086217415693343,21.756867011150394,30.374479889042995,25.163988192850116,0.0819940964250574
01121,"Talladega County, Alabama",52457,42.1,81105,4.909047628631306,16.602794133017454,18.693186232615957,62.269897047037794,0.15288823130509832
01123,"Tallapoosa County, Alabama",53282,45.2,41251,4.615434481109406,18.15136854213892,16.844754830590038,68.61651838743303,0.06302877505999854
01125,"Tuscaloosa County, Alabama",61645,32.8,231558,5.364659789846593,30.87652068555005,16.693333577843696,60.482902771659795,0.0673697302619646
01127,"Walker County, Alabama",52987,41.8,64978,4.8127663397831855,15.288973300059627,16.411667583929553,87.5665609898735,0.15389824248207085
01129,"Washington County, Alabama",51184,43.7,15434,4.188478495913935,14.21904761904762,15.80290537887711,65.33627057146559,6.75132823636128
